100,0.157700,7.846800,1,100
200,0.162150,13.586300,1,200
300,0.182933,20.742800,1,299
400,0.194000,25.771225,1,399
500,0.205140,34.458540,1,496
600,0.213700,39.021250,1,598
700,0.218086,38.802857,1,698
800,0.221300,43.302275,1,800
900,0.221200,41.857022,1,900
1000,0.245570,52.338900,1,998
1100,0.242027,56.566264,1,1100
1200,0.287742,79.496842,1,1200
1300,0.257423,61.371915,1,1300
1400,0.286171,77.963271,1,1399
1500,0.275080,72.975647,1,1499
1600,0.294312,75.743488,1,1599
1700,0.299900,80.056941,1,1700
1800,0.326011,98.541456,1,1798
1900,0.322021,92.184079,1,1899
2000,0.381580,131.893165,1,2000
2100,0.359929,122.312790,1,2099
2200,0.395914,135.351664,1,2198
2300,0.374678,125.582057,1,2299
2400,0.379283,123.594896,1,2395
2500,0.435824,153.282092,1,2491
2600,0.402938,141.260531,1,2600
2700,0.439256,162.362204,1,2699
2800,0.419179,146.806432,1,2791
2900,0.455328,163.369552,1,2899
3000,0.465543,158.333983,1,3000
3100,0.454058,167.386671,1,3091
3200,0.546003,210.714678,1,3192
3300,0.456458,165.730239,1,3300
3400,0.546547,215.376859,1,3399
3500,0.491574,187.717506,1,3495
3600,0.517408,203.365783,1,3596
3700,0.497968,194.759438,1,3697
3800,0.524226,206.787808,1,3796
3900,0.505959,197.260310,1,3895
4000,0.497042,192.938987,1,3994
4100,0.676417,284.955605,1,4090
4200,0.581624,233.720312,1,4200
4300,0.550586,219.882298,1,4300
4400,0.589627,241.067666,1,4398
4500,0.484127,186.518969,1,4497
4600,0.582976,241.014478,1,4599
4700,0.568515,227.266364,1,4697
4800,0.600571,251.038281,1,4800
4900,0.625163,259.830608,1,4900
5000,0.575628,237.160000,1,4995
5100,0.676304,292.670447,1,5091
5200,0.702252,302.197167,1,5199
5300,0.687849,291.409234,1,5289
5400,0.639533,270.756541,1,5398
5500,0.785078,347.590900,1,5497
5600,0.629487,257.730586,1,5600
5700,0.806628,357.670291,1,5700
5800,0.681712,292.227855,1,5792
5900,0.667080,285.558531,1,5899
6000,0.692432,298.317707,1,5991
6100,0.716879,309.878003,1,6100
6200,0.725050,316.503745,1,6192
6300,0.865022,393.931286,1,6299
6400,0.616858,259.893772,1,6400
6500,0.809148,360.113662,1,6499
6600,0.765591,337.642161,1,6582
6700,0.745378,324.726340,1,6698
6800,0.715965,300.634528,1,6798
6900,0.822058,369.823506,1,6898
7000,0.839396,378.028816,1,6998
7100,0.895000,405.955431,1,7096
7200,0.951029,438.046747,1,7200
7300,0.798123,355.030426,1,7294
7400,0.824449,362.762391,1,7399
7500,0.962793,445.258468,1,7500
7600,1.095311,520.254576,1,7600
7700,0.893512,404.070131,1,7685
7800,1.024860,470.678615,1,7795
7900,0.934723,427.862873,1,7899
8000,1.063955,489.205520,1,7998
8100,1.116389,487.151360,1,8100
8200,1.000432,433.537199,1,8191
8300,1.211593,550.020535,1,8296
8400,1.050133,490.336893,1,8393
8500,0.975318,436.310992,1,8493
8600,0.938776,414.506957,1,8599
8700,0.951631,427.995395,1,8699
8800,1.192994,564.152253,1,8782
8900,1.164239,534.864218,1,8899
9000,1.025299,475.906594,1,8990
9100,1.091816,509.201537,1,9091
9200,1.169733,553.680390,1,9187
9300,1.130268,532.450277,1,9290
9400,1.042774,487.366838,1,9394
9500,1.065277,491.543403,1,9499
9600,1.205801,570.493341,1,9599
9700,1.133962,535.311105,1,9683
9800,0.877521,396.552186,1,9794
9900,1.338996,648.539755,1,9899
10000,1.279763,596.292586,1,9984
