100,0.230000,33.680000,1,99
200,0.460000,127.730000,13,177
300,0.546667,172.490000,15,300
400,0.435000,151.475000,1,399
500,0.440000,135.966000,4,460
600,0.441667,102.361667,1,549
700,0.922857,344.327143,1,680
800,0.686250,247.538750,1,776
900,1.613333,587.660000,1,894
1000,1.033000,502.963000,2,976
1100,0.971818,456.451818,1,1097
1200,1.040000,462.484167,1,1198
1300,1.216154,515.506154,30,1294
1400,1.227857,512.139286,1,1371
1500,1.492000,701.645333,1,1479
1600,1.845000,754.210000,11,1529
1700,1.200000,546.218235,3,1676
1800,1.595000,640.290000,1,1792
1900,1.463684,688.131053,1,1841
2000,1.697500,741.520500,1,1897
2100,2.504286,1159.799048,52,2092
2200,1.646364,747.825909,1,2166
2300,1.869565,846.322174,1,2262
2400,1.231250,573.057500,1,2376
2500,1.524000,634.816800,30,2480
2600,1.627308,808.360000,1,2584
2700,2.446667,1181.399630,1,2600
2800,1.882857,867.320000,1,2722
2900,3.034138,1241.155862,1,2884
3000,3.202000,1597.532000,1,2972
3100,3.610968,1623.094839,1,3024
3200,2.961875,1357.459687,1,3176
3300,1.862727,856.310303,1,3258
3400,2.685000,1129.161471,1,3346
3500,1.466286,674.852571,1,3471
3600,3.193611,1577.540556,1,3544
3700,3.251351,1609.966757,34,3691
3800,4.337105,2173.451579,34,3787
3900,3.903333,2061.646410,1,3895
4000,2.662250,1389.405250,1,3997
4100,2.274146,1184.351220,1,4067
4200,2.360952,1226.216667,1,4182
4300,3.849767,2000.257209,1,4254
4400,2.473409,1288.803409,1,4394
4500,2.439111,1271.696667,1,4486
4600,5.527609,2980.042609,1,4587
4700,5.586383,2865.134468,33,4680
4800,4.849583,2585.127500,1,4721
4900,2.448980,1290.462857,1,4876
5000,2.580000,1359.797400,1,4971
5100,3.244510,1693.676275,1,5023
5200,3.834423,2036.359615,1,5200
5300,3.724340,1984.705660,83,5295
5400,4.146296,2212.141852,1,5351
5500,4.278182,2260.957818,1,5440
5600,6.350000,3416.946786,1,5573
5700,5.681754,3055.586491,73,5646
5800,2.983621,1518.946724,1,5725
5900,5.242712,2807.141525,28,5897
6000,2.027333,995.805833,1,5973
6100,3.954918,2108.636230,1,6033
6200,5.697419,2840.141452,33,6196
6300,4.756825,2546.949524,1,6283
6400,6.388594,3372.141094,1,6376
6500,5.035538,2716.133538,1,6456
6600,3.346970,1701.038333,1,6548
6700,8.325522,4389.077164,1,6619
6800,6.655000,3583.170882,53,6782
6900,6.134783,3238.473913,1,6897
7000,6.272571,3015.851429,1,6998
7100,6.591127,3454.970423,1,7023
7200,2.447917,1267.775000,1,7160
7300,7.530548,4001.283562,4,7288
7400,7.024054,3651.396351,69,7379
7500,6.557867,3495.766800,1,7486
7600,6.381711,3362.295658,34,7574
7700,6.777013,3632.288052,26,7581
7800,2.392821,1232.998590,1,7769
7900,9.452278,5110.440506,61,7879
8000,7.474500,3982.786625,68,7966
8100,5.186296,2734.717654,1,8052
8200,6.044390,3247.225610,1,8181
8300,6.188916,3329.261928,1,8284
8400,5.170476,2751.274167,36,8370
8500,7.976471,4338.384706,3,8480
8600,5.289302,2843.507209,1,8514
8700,5.505862,2947.466322,1,8698
8800,12.704886,6804.463750,267,8799
8900,8.441236,4507.735843,149,8851
9000,8.154333,4413.633444,1,8970
9100,7.621319,4132.059451,1,9078
9200,7.858370,4231.108913,1,9179
9300,9.206452,4795.373011,81,9277
9400,10.270426,5413.880851,96,9380
9500,8.662316,4608.052632,9,9490
9600,6.751146,3640.488333,52,9541
9700,7.008866,3784.075258,44,9697
9800,9.146735,4853.451735,1,9760
9900,5.485859,2825.382020,1,9866
10000,9.579100,4838.932600,1,9994
