1,0.600000,0.000000,0,0
1001,1014.200000,499500.000000,499500,499500
2001,4122.600000,1999000.000000,1999000,1999000
3001,8755.600000,4498500.000000,4498500,4498500
4001,15413.600000,7998000.000000,7998000,7998000
5001,24187.000000,12497500.000000,12497500,12497500
6001,34981.800000,17997000.000000,17997000,17997000
7001,46994.200000,24496500.000000,24496500,24496500
8001,61017.000000,31996000.000000,31996000,31996000
9001,78949.200000,40495500.000000,40495500,40495500
10001,97697.800000,49995000.000000,49995000,49995000
11001,115547.400000,60494500.000000,60494500,60494500
12001,138670.200000,71994000.000000,71994000,71994000
13001,159903.800000,84493500.000000,84493500,84493500
14001,187511.400000,97993000.000000,97993000,97993000
15001,213993.000000,112492500.000000,112492500,112492500
16001,248544.800000,127992000.000000,127992000,127992000
17001,276065.000000,144491500.000000,144491500,144491500
18001,310599.400000,161991000.000000,161991000,161991000
19001,345810.200000,180490500.000000,180490500,180490500
20001,383035.800000,199990000.000000,199990000,199990000
21001,423504.000000,220489500.000000,220489500,220489500
22001,471720.000000,241989000.000000,241989000,241989000
23001,504124.400000,264488500.000000,264488500,264488500
24001,556369.000000,287988000.000000,287988000,287988000
25001,597699.400000,312487500.000000,312487500,312487500
26001,649317.600000,337987000.000000,337987000,337987000
27001,696964.800000,364486500.000000,364486500,364486500
28001,758410.600000,391986000.000000,391986000,391986000
29001,806151.800000,420485500.000000,420485500,420485500
