1,0.600000,0.000000,0,0
1001,1102.000000,500500.000000,500500,500500
2001,3825.400000,2001000.000000,2001000,2001000
3001,8904.000000,4501500.000000,4501500,4501500
4001,15711.200000,8002000.000000,8002000,8002000
5001,23528.200000,12502500.000000,12502500,12502500
6001,35439.800000,18003000.000000,18003000,18003000
7001,47279.800000,24503500.000000,24503500,24503500
8001,60863.000000,32004000.000000,32004000,32004000
9001,78342.600000,40504500.000000,40504500,40504500
10001,96425.200000,50005000.000000,50005000,50005000
11001,116520.800000,60505500.000000,60505500,60505500
12001,144341.800000,72006000.000000,72006000,72006000
13001,160022.400000,84506500.000000,84506500,84506500
14001,189297.000000,98007000.000000,98007000,98007000
15001,215711.600000,112507500.000000,112507500,112507500
16001,247926.000000,128008000.000000,128008000,128008000
17001,279251.000000,144508500.000000,144508500,144508500
18001,307040.400000,162009000.000000,162009000,162009000
19001,346714.800000,180509500.000000,180509500,180509500
20001,386473.800000,200010000.000000,200010000,200010000
21001,424982.200000,220510500.000000,220510500,220510500
22001,465825.600000,242011000.000000,242011000,242011000
23001,506574.600000,264511500.000000,264511500,264511500
24001,558387.000000,288012000.000000,288012000,288012000
25001,602797.800000,312512500.000000,312512500,312512500
26001,657113.200000,338013000.000000,338013000,338013000
27001,708956.200000,364513500.000000,364513500,364513500
28001,761807.800000,392014000.000000,392014000,392014000
29001,806190.400000,420514500.000000,420514500,420514500
