1,1.000000,0.000000,0,0
1001,108.000000,8720.800000,8711,8732
2001,235.600000,19421.200000,19397,19447
3001,364.000000,30944.200000,30899,30994
4001,516.400000,42837.800000,42811,42873
5001,637.800000,55225.200000,55146,55292
6001,777.600000,67865.000000,67827,67922
7001,905.600000,80670.600000,80625,80703
8001,1059.800000,93633.400000,93547,93681
9001,1194.800000,107025.400000,106934,107137
10001,1369.200000,120450.200000,120414,120510
11001,1520.200000,134038.400000,133945,134116
12001,1634.600000,147665.600000,147623,147691
13001,1825.600000,161455.200000,161337,161538
14001,1929.400000,175399.800000,175354,175459
15001,2104.000000,189297.800000,189252,189360
16001,2237.000000,203262.600000,203187,203354
17001,2440.600000,217570.000000,217512,217644
18001,2706.000000,231963.600000,231890,232038
19001,2693.800000,246465.400000,246415,246532
20001,3102.200000,260901.800000,260803,260973
21001,3017.600000,275504.400000,275423,275582
22001,3232.000000,290108.000000,289990,290240
23001,3786.400000,304643.800000,304525,304702
24001,3476.600000,319310.800000,319238,319353
25001,3656.600000,334043.000000,333898,334124
26001,3772.200000,348952.200000,348891,349033
27001,3925.400000,363853.000000,363780,363960
28001,4135.800000,378733.800000,378674,378858
29001,4445.000000,393660.000000,393585,393725
