1,1.000000,0.000000,0,0
1001,108.800000,8722.800000,8709,8739
2001,234.400000,19413.200000,19383,19434
3001,364.600000,30948.000000,30911,30979
4001,566.600000,42796.200000,42690,42835
5001,640.800000,55233.800000,55171,55291
6001,847.400000,67877.800000,67810,67965
7001,1037.000000,80701.000000,80635,80780
8001,1062.800000,93677.800000,93663,93723
9001,1214.000000,106999.600000,106929,107066
10001,1381.800000,120474.200000,120382,120535
11001,1578.200000,134057.600000,133929,134155
12001,1729.200000,147723.600000,147683,147769
13001,1794.800000,161478.400000,161416,161539
14001,1936.800000,175369.800000,175253,175526
15001,2083.400000,189266.200000,189146,189448
16001,2289.800000,203350.000000,203309,203402
17001,2390.200000,217555.400000,217489,217622
18001,2535.800000,231984.600000,231915,232047
19001,2708.800000,246380.800000,246264,246445
20001,2912.200000,260925.000000,260860,261023
21001,2998.200000,275446.200000,275271,275529
22001,3155.200000,290117.000000,289943,290232
23001,3341.000000,304726.600000,304644,304861
24001,4400.400000,319391.200000,319291,319464
25001,3689.800000,334104.000000,334035,334253
26001,3796.800000,348948.400000,348763,349038
27001,4793.800000,363839.200000,363779,363907
28001,4990.000000,378670.000000,378571,378753
29001,5330.600000,393590.400000,393501,393785
